Kalkış-Varış;Tarife Fiyatı;Tarife İndirimli;KM;Fiyat/KM
Borçka - Perşembe;1075;752,5;385;2,79
Hopa - Perşembe;1075;752,5;360;2,99
Artvin - Perşembe;1075;752,5;417;2,58
Çine - Perşembe;2320;1624;1204;1,93
Aydın - Perşembe;2200;1540;1168;1,88
Gönen - Perşembe;2370;1659;1048;2,26
Balıkesir - Perşembe;2420;1694;1052;2,3
Çavdır - Perşembe;2420;1694;1085;2,23
Burdur - Perşembe;2090;1463;992;2,11
Çanakkale - Perşembe;2540;1778;1169;2,17
Dalaman - Perşembe;2420;1694;1244;1,95
Denizli - Perşembe;2035;1424,5;1047;1,94
Diyarbakır - Perşembe;2035;1424,5;663;3,07
Erzurum - Perşembe;1360;952;426;3,19
Eskişehir - Perşembe;1865;1305,5;807;2,31
Eynesil - Perşembe;385;269,5;133;2,89
Fethiye - Perşembe;2420;1694;1198;2,02
Perşembe - Tirebolu;610;427;103;5,92
Gölbaşı (Adıyaman) - Perşembe;1860;1302;620;3
Gümüşhane - Perşembe;960;672;220;4,36
Iğdır - Perşembe;1530;1071;709;2,16
Isparta - Perşembe;2035;1424,5;994;2,05
Kağızman - Perşembe;1530;1071;613;2,5
Kars - Perşembe;1810;1267;622;2,91
Araç - Perşembe;1920;1344;493;3,89
Kastamonu - Perşembe;1530;1071;447;3,42
Keçiborlu - Perşembe;2035;1424,5;954;2,13
Keşap - Perşembe;385;269,5;74;5,2
Kırıkkale - Perşembe;1130;791;491;2,3
Kütahya - Perşembe;1980;1386;883;2,24
Muğla - Perşembe;2420;1694;1190;2,03
Ortaca - Perşembe;2420;1694;1243;1,95
Perşembe - Yatağan;2320;1624;1218;1,9
Göreme - Perşembe;1920;1344;535;3,59
Perşembe - Piraziz;385;269,5;37;10,41
Perşembe - Polatlı;1470;1029;649;2,27
Ardeşen - Perşembe;1075;752,5;316;3,4
Çayeli - Perşembe;645;451,5;289;2,23
Perşembe - Rize;645;451,5;269;2,4
Pazar - Perşembe;645;451,5;306;2,11
Perşembe - Sakarya;1920;1344;741;2,59
Perşembe - Sarayköy;2035;1424,5;1063;1,91
Perşembe - Sarıkaya;1640;1148;485;3,38
Gerze - Perşembe;1020;714;279;3,66
Perşembe - Sivas;1410;987;307;4,59
Perşembe - Susurluk;1980;1386;1007;1,97
Perşembe - Sürmene;530;371;230;2,3
Perşembe - Şanlıurfa;2035;1424,5;713;2,85
Perşembe - Tefenni;2420;1694;1062;2,28
Perşembe - Tokat;1360;952;196;6,94
Perşembe - Turhal;1300;910;244;5,33
Perşembe - Torul;960;672;198;4,85
Perşembe - Trabzon;530;371;193;2,75
Perşembe - Yerköy;1300;910;471;2,76
Perşembe - Yıldızeli;1410;987;257;5,49
Boğazlıyan - Perşembe;1640;1148;522;3,14
Perşembe - Sorgun;1530;1071;441;3,47
Ereğli_Kdz - Perşembe;2035;1424,5;728;2,8
Ereğli_Kdz - Perşembe;2035;1424,5;728;2,8
Acıgöl - Piraziz;1980;1386;579;3,42
Afyon - Piraziz;1980;1386;845;2,34
Piraziz - Sandıklı;1810;1267;911;1,99
Patnos - Piraziz;1695;1186,5;611;2,77
Akçay_Balıkesir - Piraziz;2540;1778;1157;2,2
Ankara - Piraziz;1300;910;584;2,23
Hatay - Piraziz;2090;1463;785;2,66
Araklı - Piraziz;450;315;188;2,39
Artvin - Piraziz;1020;714;382;2,67
Aşkale - Piraziz;1300;910;332;3,92
Çine - Piraziz;2420;1694;1223;1,98
Aydın - Piraziz;2320;1624;1187;1,95
Bandırma - Piraziz;2320;1624;1026;2,26
Gönen - Piraziz;2490;1743;1067;2,33
Balıkesir - Piraziz;2490;1743;1071;2,32
Bayburt - Piraziz;735;514,5;260;2,83
Bolu - Piraziz;1920;1344;642;2,99
Bucak - Piraziz;2540;1778;1057;2,4
Biga - Piraziz;2420;1694;1096;2,21
Çanakkale - Piraziz;2600;1820;1188;2,19
Lapseki - Piraziz;2540;1778;1155;2,2
Dalaman - Piraziz;2420;1694;1263;1,92
Denizli - Piraziz;2150;1505;1066;2,02
Dörtyol - Piraziz;2090;1463;755;2,77
Düzce - Piraziz;1980;1386;688;2,88
Eskişehir - Piraziz;1980;1386;826;2,4
Fethiye - Piraziz;2540;1778;1217;2,09
Gaziantep - Piraziz;1980;1386;685;2,89
Kırıkhan - Piraziz;2090;1463;745;2,81
Iğdır - Piraziz;1530;1071;674;2,27
Isparta - Piraziz;2090;1463;1013;2,06
İskenderun - Piraziz;2090;1463;783;2,67
İstanbul Avrupa - Piraziz;2010;1407;904;2,22
İstanbul Anadolu - Piraziz;2035;1424,5;906;2,25
Kahramanmaraş - Piraziz;2320;1624;608;3,82
Kağızman - Piraziz;1470;1029;578;2,54
Kars - Piraziz;1810;1267;587;3,08
Araç - Piraziz;2200;1540;513;4,29
Kastamonu - Piraziz;1580;1106;467;3,38
Keçiborlu - Piraziz;2090;1463;973;2,15
Gebze - Piraziz;2035;1424,5;844;2,41
Kocaeli - Piraziz;1980;1386;794;2,49
Kütahya - Piraziz;2090;1463;902;2,32
Muğla - Piraziz;2490;1743;1209;2,06
Ortaca - Piraziz;2420;1694;1263;1,92
Piraziz - Yatağan;2420;1694;1237;1,96
Göreme - Piraziz;1980;1386;554;3,57
Osmancık - Piraziz;1030;721;341;3,02
Düziçi - Piraziz;2290;1603;705;3,25
Osmaniye - Piraziz;2290;1603;714;3,21
Payas - Piraziz;2090;1463;764;2,74
Piraziz - Polatlı;1530;1071;668;2,29
Piraziz - Rize;565;395,5;234;2,41
Pazar - Piraziz;565;395,5;271;2,08
Piraziz - Sakarya;1980;1386;760;2,61
Piraziz - Sarayköy;2150;1505;1082;1,99
Piraziz - Sarıkaya;1695;1186,5;504;3,36
Gerze - Piraziz;1075;752,5;298;3,61
Piraziz - Susurluk;2035;1424,5;1026;1,98
Piraziz - Sürmene;450;315;194;2,32
Piraziz - Şanlıurfa;1920;1344;718;2,67
Piraziz - Tefenni;2540;1778;1081;2,35
Piraziz - Tokat;1470;1029;215;6,84
Piraziz - Tosya;1085;759,5;416;2,61
Piraziz - Trabzon;450;315;158;2,85
Erciş - Piraziz;1865;1305,5;660;2,83
Piraziz - Van;1865;1305,5;760;2,45
Piraziz - Yıldızeli;1470;1029;276;5,33
Boğazlıyan - Piraziz;1695;1186,5;541;3,13
Piraziz - Sorgun;1530;1071;460;3,33
Ereğli_Kdz - Piraziz;2150;1505;747;2,88
Ereğli_Kdz - Piraziz;2150;1505;747;2,88
Acıgöl - Polatlı;1130;791;334;3,38
Aliağa - Polatlı;1550;1085;546;2,84
Alanya - Polatlı;1300;910;485;2,68
Kaş - Polatlı;1360;952;614;2,21
Arhavi - Polatlı;2090;1463;980;2,13
Hopa - Polatlı;2090;1463;991;2,11
Artvin - Polatlı;2090;1463;1048;1,99
Kuşadası - Polatlı;1245;871,5;568;2,19
Erdek - Polatlı;1640;1148;448;3,66
Bolu - Polatlı;1130;791;245;4,61
Gemlik - Polatlı;1070;749;338;3,17
Biga - Polatlı;1660;1162;498;3,33
Ezine - Polatlı;1810;1267;609;2,97
Polatlı - Yenice (Çanakkale);1780;1246;518;3,44
Dikili - Polatlı;1840;1288;585;3,15
Diyarbakır - Polatlı;2320;1624;948;2,45
Dörtyol - Polatlı;1865;1305,5;658;2,83
Akçakoca - Polatlı;960;672;329;2,92
Düzce - Polatlı;905;633,5;291;3,11
Ergani - Polatlı;2200;1540;890;2,47
Erzin - Polatlı;1865;1305,5;671;2,78
Finike - Polatlı;1360;952;567;2,4
Gülşehir - Polatlı;1130;791;321;3,52
Hacıbektaş - Polatlı;960;672;295;3,25
Iğdır - Polatlı;1865;1305,5;1252;1,49
Polatlı - Tuzluca;2090;1463;1213;1,72
Isparta - Polatlı;1020;714;347;2,94
Çeşme - Polatlı;1580;1106;607;2,6
Özdere - Polatlı;1530;1071;538;2,84
Kağızman - Polatlı;1865;1305,5;1156;1,61
Polatlı - Selim (Kars);1980;1386;1134;1,75
Kars - Polatlı;1980;1386;1165;1,7
Kayseri - Polatlı;1300;910;395;3,29
Keçiborlu - Polatlı;1020;714;308;3,31
Küçükkuyu - Polatlı;1460;1022;619;2,36
Polatlı - Tavşanlı;880;616;283;3,11
Malatya - Polatlı;2035;1424,5;714;2,85
Akhisar - Polatlı;1540;1078;478;3,22
Kızıltepe - Polatlı;2090;1463;1022;2,05
Polatlı - Tarsus;1020;714;520;1,96
Mersin - Polatlı;1020;714;548;1,86
Bodrum - Polatlı;1245;871,5;653;1,91
Datça - Polatlı;1300;910;658;1,98
Marmaris - Polatlı;1245;871,5;591;2,11
Göreme - Polatlı;1130;791;340;3,32
Avanos - Polatlı;1130;791;347;3,26
Nevşehir - Polatlı;1130;791;340;3,32
Niğde - Polatlı;1190;833;402;2,96
Ardeşen - Polatlı;2090;1463;946;2,21
Polatlı - Rize;1640;1148;900;1,82
Polatlı - Samsun;1245;871,5;491;2,54
Polatlı - Sarıkamış;1980;1386;1117;1,77
Polatlı - Sarımsaklı;1480;1036;598;2,47
Polatlı - Siverek;2200;1540;926;2,38
Polatlı - Yıldızeli;1190;833;479;2,48
Boğazlıyan - Polatlı;1360;952;373;3,65
Kozlu - Polatlı;960;672;326;2,94
Polatlı - Zonguldak;960;672;321;2,99
Acıgöl - Ardeşen;2260;1582;804;2,81
Akçaabat - Ardeşen;520;364;138;3,77
Aksaray - Ardeşen;2430;1701;856;2,84
Ardeşen - Borçka;635;444,5;69;9,2
Ardeşen - Hopa;270;189;45;6
Ardeşen - Artvin;635;444,5;102;6,23
Ardeşen - Çorum;1695;1186,5;619;2,74
Ardeşen - Eskişehir;2490;1743;1105;2,25
Ardeşen - Eynesil;850;595;182;4,67
Ardeşen - Giresun;850;595;256;3,32
Ardeşen - Havza;1360;952;532;2,56
Ardeşen - Keşap;850;595;243;3,5
Ardeşen - Gebze;2430;1701;1122;2,17
Ardeşen - Nevşehir;2260;1582;780;2,9
Ardeşen - Ordu;1075;752,5;300;3,58
Ardeşen - Ünye;1130;791;363;3,11
Ardeşen - Piraziz;850;595;280;3,04
Ardeşen - Kavak;1360;952;499;2,73
Ardeşen - Sürmene;520;364;86;6,05
Ardeşen - Tekkeköy;1245;871,5;436;2,86
Ardeşen - Terme;1245;871,5;392;3,18
Ardeşen - Beşikdüzü;520;364;173;3,01
Ardeşen - Trabzon;520;364;135;3,85
Ardeşen - Vakfıkebir;520;364;169;3,08
Ardeşen - Boğazlıyan;2035;1424,5;713;2,85
Acıgöl - Çayeli;2090;1463;778;2,69
Akçaabat - Çayeli;590;413;112;5,27
Aksaray - Çayeli;2260;1582;830;2,72
Borçka - Çayeli;610;427;96;6,35
Çayeli - Hopa;440;308;71;6,2
Artvin - Çayeli;610;427;128;4,77
Çayeli - İnegöl;2370;1659;1181;2,01
Çayeli - Çorum;1530;1071;593;2,58
Çayeli - Eskişehir;2260;1582;1078;2,1
Çayeli - Eynesil;565;395,5;156;3,62
Çayeli - Giresun;565;395,5;229;2,47
Çayeli - Havza;850;595;506;1,68
Çayeli - Keşap;565;395,5;217;2,6
Çayeli - Gebze;2260;1582;1096;2,06
Çayeli - Nevşehir;2090;1463;754;2,77
Çayeli - Ordu;645;451,5;274;2,35
Çayeli - Ünye;645;451,5;337;1,91
Çayeli - Piraziz;565;395,5;254;2,22
Çayeli - Polatlı;1640;1148;920;1,78
Çayeli - Kavak;850;595;472;1,8
Çayeli - Sürmene;590;413;60;9,83
Çayeli - Tekkeköy;760;532;410;1,85
Çayeli - Terme;760;532;366;2,08
Beşikdüzü - Çayeli;590;413;146;4,04
Çayeli - Trabzon;590;413;109;5,41
Çayeli - Vakfıkebir;590;413;143;4,13
Boğazlıyan - Çayeli;1810;1267;686;2,64
Acıgöl - Rize;2090;1463;758;2,76
Akçay_Balıkesir - Rize;2820;1974;1389;2,03
Aksaray - Rize;2260;1582;809;2,79
Amasya - Rize;1470;1029;532;2,76
Antalya - Rize;2490;1743;1300;1,92
Arhavi - Rize;440;308;81;5,43
Borçka - Rize;610;427;116;5,26
Hopa - Rize;440;308;91;4,84
Artvin - Rize;610;427;149;4,09
Bandırma - Rize;2540;1778;1258;2,02
Edremit - Rize;2820;1974;1389;2,03
Gönen - Rize;2660;1862;1299;2,05
Balıkesir - Rize;2710;1897;1303;2,08
Bartın - Rize;2260;1582;919;2,46
Bucak - Rize;2880;2016;1288;2,24
Gemlik - Rize;2490;1743;1123;2,22
Orhangazi - Rize;2490;1743;1111;2,24
Biga - Rize;2660;1862;1328;2
Çanakkale - Rize;2660;1862;1420;1,87
Lapseki - Rize;2710;1897;1386;1,96
Çaycuma - Rize;1865;1305,5;909;2,05
Alaca - Rize;1530;1071;625;2,45
Düzce - Rize;2200;1540;920;2,39
Eskişehir - Rize;2260;1582;1058;2,14
Gölcük - Rize;2260;1582;1041;2,17
Isparta - Rize;2260;1582;1245;1,82
İstanbul Avrupa - Rize;2260;1582;1136;1,99
İstanbul Anadolu - Rize;2260;1582;1138;1,99
Karabük - Rize;2150;1505;833;2,58
Rize - Safranbolu;2150;1505;845;2,54
Karacabey - Rize;2540;1778;1218;2,09
Karamürsel - Rize;2260;1582;1060;2,13
Kayseri - Rize;2260;1582;659;3,43
Keçiborlu - Rize;2260;1582;1205;1,88
Gebze - Rize;2260;1582;1075;2,1
Kocaeli - Rize;2260;1582;1026;2,2
Konya - Rize;2490;1743;995;2,5
Kütahya - Rize;2320;1624;1134;2,05
M.Kemal Paşa - Rize;2420;1694;1233;1,96
Göreme - Rize;2090;1463;733;2,85
Avanos - Rize;2090;1463;718;2,91
Nevşehir - Rize;2090;1463;733;2,85
Osmancık - Rize;1300;910;573;2,27
Rize - Sarıkaya;1810;1267;736;2,46
Rize - Susurluk;2260;1582;1257;1,8
Rize - Tokat;1750;1225;447;3,91
Rize - Turhal;1600;1120;494;3,24
Rize - Tosya;1245;871,5;648;1,92
Rize - Yalova;2150;1505;1091;1,97
Rize - Yıldızeli;1640;1148;508;3,23
Boğazlıyan - Rize;1810;1267;666;2,72
Rize - Yozgat;1695;1186,5;681;2,49
Rize - Sorgun;1865;1305,5;692;2,7
Ereğli_Kdz - Rize;2260;1582;979;2,31
Ereğli_Kdz - Rize;2260;1582;979;2,31
Kozlu - Rize;2260;1582;939;2,41
Rize - Zonguldak;2260;1582;933;2,42
Artvin - Pazar;610;427;111;5,5
Eynesil - Pazar;565;395,5;173;3,27
Pazar - Tekkeköy;760;532;427;1,78
Acıgöl - Sakarya;1605;1123,5;586;2,74
Adıyaman - Sakarya;2880;2016;1045;2,76
Ağrı - Sakarya;2320;1624;1265;1,83
Akçaabat - Sakarya;2150;1505;901;2,39
Akçay_Balıkesir - Sakarya;1605;1123,5;404;3,97
Aksaray - Sakarya;1580;1106;539;2,93
Alaplı - Sakarya;645;451,5;126;5,12
Alanya - Sakarya;1470;1029;684;2,15
Kaş - Sakarya;2820;1974;719;3,92
Kemer - Sakarya;1360;952;610;2,23
Antalya - Sakarya;1410;987;577;2,44
Kumluca - Sakarya;1410;987;662;2,13
Manavgat - Sakarya;1410;987;625;2,26
Sakarya - Serik;1360;952;589;2,31
Araklı - Sakarya;2150;1505;947;2,27
Arhavi - Sakarya;2320;1624;1072;2,16
Borçka - Sakarya;2370;1659;1108;2,14
Hopa - Sakarya;2320;1624;1083;2,14
Artvin - Sakarya;2370;1659;1140;2,08
Çine - Sakarya;2900;2030;602;4,82
Sakarya - Söke;2320;1624;599;3,87
Edremit - Sakarya;1605;1123,5;404;3,97
Banaz - Sakarya;1615;1130,5;316;5,11
Kurucaşile - Sakarya;1310;917;327;4,01
Beşiri - Sakarya;2430;1701;1304;1,86
Bismil - Sakarya;2430;1701;1241;1,96
Güroymak - Sakarya;2880;2016;1356;2,12
Bucak - Sakarya;1410;987;496;2,84
Orhangazi - Sakarya;600;420;122;4,92
Ceyhan - Sakarya;1810;1267;856;2,11
Cide - Sakarya;1355;948,5;356;3,81
Biga - Sakarya;1525;1067,5;343;4,45
Çan - Sakarya;1525;1067,5;376;4,06
Dalaman - Sakarya;2730;1911;703;3,88
Sakarya - Tavas;1630;1141;515;3,17
Diyarbakır - Sakarya;2540;1778;1190;2,13
Doğubeyazıt - Sakarya;2090;1463;1359;1,54
Dörtyol - Sakarya;2260;1582;910;2,48
Akçakoca - Sakarya;710;497;103;6,89
Ereğli_Konya - Sakarya;2035;1424,5;681;2,99
Ereğli_Konya - Sakarya;2035;1424,5;681;2,99
Erfelek - Sakarya;1785;1249,5;532;3,36
Ergani - Sakarya;2430;1701;1132;2,15
Erzin - Sakarya;2260;1582;923;2,45
Eskişehir - Sakarya;710;497;177;4,01
Eynesil - Sakarya;1980;1386;857;2,31
Geyikli - Sakarya;1660;1162;454;3,66
Fındıklı - Sakarya;2320;1624;1055;2,2
Finike - Sakarya;1470;1029;672;2,19
İslahiye - Sakarya;2035;1424,5;952;2,14
Giresun - Sakarya;1980;1386;784;2,53
Sakarya - Tirebolu;1980;1386;827;2,39
Gölbaşı (Adıyaman) - Sakarya;2880;2016;982;2,93
Görele - Sakarya;1980;1386;843;2,35
Gülşehir - Sakarya;1605;1123,5;563;2,85
Hacıbektaş - Sakarya;1530;1071;536;2,85
Kırıkhan - Sakarya;2260;1582;983;2,3
Isparta - Sakarya;1410;987;452;3,12
İmamoğlu - Sakarya;1920;1344;855;2,25
İstanbul Avrupa - Sakarya;850;595;146;5,82
İstanbul Avrupa - Sakarya;850;595;147;5,78
İstanbul Anadolu - Sakarya;780;546;131;5,95
İstanbul Anadolu - Sakarya;780;546;149;5,23
İzmir - Sakarya;1690;1183;482;3,51
Kahramanmaraş - Sakarya;2320;1624;882;2,63
Araç - Sakarya;1110;777;319;3,48
Kastamonu - Sakarya;1355;948,5;364;3,72
Kayseri - Sakarya;2260;1582;637;3,55
Keşap - Sakarya;1980;1386;797;2,48
Kırıkkale - Sakarya;1190;833;380;3,13
Gebze - Sakarya;505;353,5;86;5,87
Konya - Sakarya;2035;1424,5;537;3,79
Kozan - Sakarya;1920;1344;845;2,27
Kurtalan - Sakarya;2320;1624;1344;1,73
Manisa - Sakarya;1605;1123,5;454;3,54
Sakarya - Tarsus;1980;1386;772;2,56
Mersin - Sakarya;1980;1386;800;2,48
Merzifon - Sakarya;1580;1106;481;3,28
Bodrum - Sakarya;2540;1778;689;3,69
Datça - Sakarya;3030;2121;730;4,15
Köyceğiz - Sakarya;2730;1911;635;4,3
Marmaris - Sakarya;2730;1911;663;4,12
Milas - Sakarya;2370;1659;646;3,67
Ortaca - Sakarya;2730;1911;653;4,18
Sakarya - Yatağan;2500;1750;607;4,12
M.Kemal Paşa - Sakarya;1190;833;249;4,78
Muş - Sakarya;2880;2016;1305;2,21
Göreme - Sakarya;1605;1123,5;582;2,76
Nevşehir - Sakarya;1605;1123,5;582;2,76
Sakarya - Ürgüp;1605;1123,5;603;2,66
Niğde - Sakarya;1640;1148;654;2,51
Nizip - Sakarya;1980;1386;1004;1,97
Of - Sakarya;2200;1540;967;2,28
Düziçi - Sakarya;1865;1305,5;924;2,02
Payas - Sakarya;2260;1582;919;2,46
Ardeşen - Sakarya;2320;1624;1039;2,23
Çayeli - Sakarya;2200;1540;1013;2,17
Rize - Sakarya;2200;1540;992;2,22
Pazar - Sakarya;2200;1540;1029;2,14
Sakarya - Samsun;1640;1148;583;2,81
Sakarya - Sarayköy;1695;1186,5;471;3,6
Sakarya - Sarıkaya;1580;1106;599;2,64
Sakarya - Siirt;2320;1624;1374;1,69
Sakarya - Silivri;950;665;209;4,55
Gerze - Sakarya;1860;1302;523;3,56
Sakarya - Sürmene;2150;1505;953;2,26
Sakarya - Şanlıurfa;2035;1424,5;1103;1,84
Sakarya - Siverek;2430;1701;1168;2,08
Çorlu - Sakarya;1300;910;253;5,14
Sakarya - Tekirdağ;1640;1148;278;5,9
Sakarya - Tekkeköy;1695;1186,5;603;2,81
Beşikdüzü - Sakarya;2150;1505;867;2,48
Sakarya - Trabzon;2150;1505;917;2,34
Sakarya - Vakfıkebir;2150;1505;870;2,47
Sakarya - Uşak;1240;868;348;3,56
Sakarya - Yalova;575;402,5;102;5,64
Çandır - Sakarya;1580;1106;644;2,45
Sakarya - Zara;1920;1344;817;2,35
Gökçebey - Sakarya;1005;703,5;241;4,17
Kozlu - Sakarya;845;591,5;180;4,69
Sakarya - Zonguldak;845;591,5;186;4,54
Acıgöl - Samsun;1695;1186,5;475;3,57
Akçaabat - Samsun;725;507,5;321;2,26
Akçay_Balıkesir - Samsun;2320;1624;980;2,37
Hatay - Samsun;1940;1358;802;2,42
Arhavi - Samsun;1075;752,5;492;2,18
Borçka - Samsun;1130;791;528;2,14
Hopa - Samsun;1075;752,5;503;2,14
Artvin - Samsun;1130;791;560;2,02
Çine - Samsun;2090;1463;1046;2
Aydın - Samsun;1980;1386;1010;1,96
Ayvalık - Samsun;2660;1862;1019;2,61
Bandırma - Samsun;2090;1463;849;2,46
Burhaniye - Samsun;2320;1624;986;2,35
Edremit - Samsun;2320;1624;980;2,37
Gönen - Samsun;2200;1540;890;2,47
Balıkesir - Samsun;2170;1519;894;2,43
Beyşehir - Samsun;1750;1225;673;2,6
Bozüyük - Samsun;1695;1186,5;693;2,45
Bucak - Samsun;2320;1624;880;2,64
Çavdır - Samsun;2200;1540;927;2,37
Gemlik - Samsun;1695;1186,5;714;2,37
İnegöl - Samsun;1750;1225;752;2,33
Orhangazi - Samsun;1695;1186,5;703;2,41
Bursa - Samsun;1695;1186,5;737;2,3
Biga - Samsun;2090;1463;919;2,27
Çanakkale - Samsun;2320;1624;1011;2,29
Lapseki - Samsun;2260;1582;978;2,31
Dalaman - Samsun;2200;1540;1086;2,03
Dörtyol - Samsun;1940;1358;772;2,51
Eskişehir - Samsun;1580;1106;649;2,43
Eynesil - Samsun;565;395,5;277;2,04
Fethiye - Samsun;2200;1540;1040;2,12
Fındıklı - Samsun;1075;752,5;475;2,26
Gaziantep - Samsun;1750;1225;702;2,49
Samsun - Tirebolu;645;451,5;247;2,61
Kırıkhan - Samsun;1940;1358;762;2,55
Iğdır - Samsun;1750;1225;852;2,05
Isparta - Samsun;1810;1267;836;2,17
İskenderun - Samsun;1940;1358;800;2,43
Kahramanmaraş - Samsun;1865;1305,5;625;2,98
Karacabey - Samsun;2035;1424,5;809;2,52
Kağızman - Samsun;1695;1186,5;756;2,24
Kars - Samsun;1980;1386;765;2,59
Araç - Samsun;1470;1029;332;4,43
Kastamonu - Samsun;1580;1106;286;5,52
Keçiborlu - Samsun;1810;1267;796;2,27
Keşap - Samsun;565;395,5;217;2,6
Samsun - Seydişehir;1750;1225;686;2,55
Kütahya - Samsun;1695;1186,5;725;2,34
Ortaca - Samsun;2200;1540;1086;2,03
Samsun - Yatağan;2090;1463;1060;1,97
M.Kemal Paşa - Samsun;2090;1463;825;2,53
Göreme - Samsun;1695;1186,5;457;3,71
Düziçi - Samsun;1920;1344;722;2,66
Osmaniye - Samsun;2110;1477;731;2,89
Payas - Samsun;1940;1358;781;2,48
Perşembe - Samsun;510;357;161;3,17
Piraziz - Samsun;565;395,5;180;3,14
Ardeşen - Samsun;1075;752,5;459;2,34
Çayeli - Samsun;790;553;433;1,82
Rize - Samsun;790;553;412;1,92
Pazar - Samsun;790;553;449;1,76
Samsun - Sarayköy;1865;1305,5;905;2,06
Samsun - Sarıkaya;1410;987;327;4,31
Samsun - Şarkışla;1075;752,5;380;2,83
Samsun - Susurluk;1810;1267;849;2,13
Samsun - Sürmene;725;507,5;373;1,94
Samsun - Şanlıurfa;1810;1267;779;2,32
Samsun - Tefenni;2200;1540;904;2,43
Samsun - Tekirdağ;1980;1386;858;2,31
Samsun - Tokat;960;672;234;4,1
Samsun - Trabzon;725;507,5;337;2,15
Samsun - Van;2090;1463;939;2,23
Samsun - Yerköy;1075;752,5;313;3,43
Samsun - Yıldızeli;1245;871,5;293;4,25
Boğazlıyan - Samsun;1410;987;365;3,86
Samsun - Sorgun;1130;791;283;3,99
Ereğli_Kdz - Samsun;1865;1305,5;570;3,27
Ereğli_Kdz - Samsun;1865;1305,5;570;3,27
Acıgöl - Kavak;1530;1071;434;3,53
Adıyaman - Kavak;1860;1302;631;2,95
Dinar - Kavak;1580;1106;739;2,14
Kavak - Sandıklı;1470;1029;693;2,12
Akçaabat - Kavak;735;514,5;361;2,04
Akçay_Balıkesir - Kavak;2260;1582;939;2,41
Aksaray - Kavak;1580;1106;453;3,49
Amasya - Kavak;495;346,5;82;6,04
Hatay - Kavak;1930;1351;762;2,53
Kavak - Manavgat;1980;1386;777;2,55
Araklı - Kavak;735;514,5;406;1,81
Artvin - Kavak;1360;952;600;2,27
Aşkale - Kavak;2320;1624;535;4,34
Çine - Kavak;1980;1386;1006;1,97
Aydın - Kavak;1920;1344;970;1,98
Ayvalık - Kavak;2420;1694;979;2,47
Bandırma - Kavak;1980;1386;809;2,45
Burhaniye - Kavak;2260;1582;946;2,39
Edremit - Kavak;2260;1582;939;2,41
Gönen - Kavak;2090;1463;850;2,46
Balıkesir - Kavak;2150;1505;853;2,52
Beyşehir - Kavak;1640;1148;632;2,59
Bozüyük - Kavak;1580;1106;653;2,42
Bolu - Kavak;1580;1106;424;3,73
Bucak - Kavak;2880;2016;839;3,43
Çavdır - Kavak;2090;1463;886;2,36
Burdur - Kavak;1810;1267;794;2,28
İnegöl - Kavak;1695;1186,5;711;2,38
Bursa - Kavak;1640;1148;697;2,35
Çanakkale - Kavak;2200;1540;971;2,27
Alaca - Kavak;419;293,3;176;2,38
Dalaman - Kavak;2150;1505;1046;2,06
Denizli - Kavak;1810;1267;849;2,13
Kavak - Tavas;1865;1305,5;892;2,09
Dörtyol - Kavak;1930;1351;732;2,64
Erzurum - Kavak;2320;1624;594;3,91
Eskişehir - Kavak;1580;1106;609;2,59
Eynesil - Kavak;620;434;316;1,96
Fethiye - Kavak;2090;1463;1000;2,09
Gaziantep - Kavak;1750;1225;662;2,64
Bulancak - Kavak;620;434;228;2,72
Espiye - Kavak;620;434;275;2,25
Giresun - Kavak;620;434;243;2,55
Kavak - Tirebolu;680;476;286;2,38
Gölbaşı (Adıyaman) - Kavak;1860;1302;614;3,03
Gölcük - Kavak;1640;1148;592;2,77
Görele - Kavak;680;476;303;2,24
Gümüşhane - Kavak;1130;791;403;2,8
Kavak - Kırıkhan;1930;1351;721;2,68
Isparta - Kavak;1750;1225;795;2,2
İskenderun - Kavak;1930;1351;760;2,54
İstanbul Avrupa - Kavak;1695;1186,5;687;2,47
İstanbul Anadolu - Kavak;1695;1186,5;689;2,46
Kahramanmaraş - Kavak;1865;1305,5;585;3,19
Karamürsel - Kavak;1640;1148;610;2,69
Kavak - Keçiborlu;1750;1225;756;2,31
Kavak - Keşap;620;434;257;2,41
Kavak - Kırşehir;1360;952;345;3,94
Kavak - Kocaeli;1640;1148;577;2,84
Kavak - Seydişehir;1640;1148;645;2,54
Kavak - Kütahya;1640;1148;685;2,39
Akhisar - Kavak;1810;1267;926;1,95
Kavak - Turgutlu;1810;1267;902;2,01
Kavak - Merzifon;440;308;62;7,1
Kavak - Muğla;2035;1424,5;992;2,05
Kavak - Ortaca;2150;1505;1045;2,06
Kavak - Yatağan;1980;1386;1020;1,94
Göreme - Kavak;1530;1071;417;3,67
Kavak - Of;850;595;427;1,99
Düziçi - Kavak;1920;1344;681;2,82
Kavak - Osmaniye;1920;1344;690;2,78
Kavak - Payas;1930;1351;740;2,61
Kavak - Perşembe;645;451,5;201;3,21
Kavak - Piraziz;620;434;220;2,82
Kavak - Polatlı;1190;833;451;2,64
Kavak - Rize;850;595;452;1,88
Kavak - Pazar;850;595;489;1,74
Kavak - Sakarya;1640;1148;543;3,02
Kavak - Sarayköy;1810;1267;865;2,09
Kavak - Sarıkaya;1360;952;287;4,74
Kavak - Sivas;1190;833;302;3,94
